Suburb,Year,Average
Matraville,2021,92
Mayfield,2021,92.16666667
Meadow Flat,2021,95.7
Meadowbank,2021,92
Medowie,2021,79.3
Menai,2021,93.15
Mendooran,2021,80.7
Menindee,2021,92.3
Merewether,2021,93.05
Merewether Beach,2021,94.2
Merewether Heights,2021,94.4
Merimbula,2021,91.5
Merriwa,2021,91.1
Merrylands,2021,89.45
Metford,2021,90.25
Middleton Grange,2021,94.6
Millers Forest,2021,90.9
Millfield,2021,94.4
Milperra,2021,89.6
Milton,2021,93.3
Minchinbury,2021,93.6
Minmi,2021,91
Minto,2021,93.03333333
Miranda,2021,92.4
Mittagong,2021,84.7
Moama,2021,87.9
Molong,2021,90.2
Mona Vale,2021,89.5
Moorebank,2021,91.7
Moree,2021,86.25
Morisset,2021,86.7
Mortdale,2021,92.5
Moruya,2021,95.1
Mosman,2021,91.6
Moss Vale,2021,89.6
Moulamein,2021,90.6
Mount Annan,2021,90.1
Mount Austin,2021,91.3
Mount Colah,2021,88.9
Mount Druitt,2021,89.2
Mount Keira,2021,92
Mount Kuring-Gai,2021,91.7
Mount Pleasant,2021,93.3
Mount Pritchard,2021,91.5
Mount Victoria,2021,89.7
Mudgee,2021,95.8
Mulbring,2021,96.5
Mungindi,2021,88.7
Murwillumbah,2021,84.7
Muswellbrook,2021,88.05
Narellan Vale,2021,94.7
Narrabeen,2021,90.6
Narrabri,2021,90.9
Narrandera,2021,94.5
Narromine,2021,92.6
Narwee,2021,92.1
Neutral Bay,2021,91.2
New Lambton,2021,90.75
Newcastle,2021,87
Newington,2021,93.2
Niagara Park,2021,93.2
Nords Wharf,2021,87.6
Normanhurst,2021,91.6
North Albury,2021,89.4
North Balgowlah,2021,94.1
North Casino,2021,92.9
North Curl Curl,2021,83.8
North Epping,2021,88.4
North Haven,2021,95.2
North Kellyville,2021,58.1
North Narrabeen,2021,90.7
North Nowra,2021,91.65
North Parramatta,2021,88.72
North Richmond,2021,90
North Rocks,2021,90.3
North Ryde,2021,91.95
North St Marys,2021,93.1
North Sydney,2021,93.5
North Turramurra,2021,90.3
Northbridge,2021,92.5
Northmead,2021,92.7
Nowra,2021,93.86666667
Nowra East,2021,88.5
Nundle,2021,94.1
Nyngan,2021,91.7
Oak Flats,2021,87.95
Oakdale,2021,93.1
Oakhurst,2021,94.4
Oakville,2021,92.5
Oatley,2021,90.3
Oberon,2021,89.4
Ocean Shores,2021,88.7
O'Connell,2021,94.6
Old Bar,2021,92.1
Oran Park,2021,90.73333333
Orange,2021,90.04444444
Orchard Hills,2021,85.95
Otford,2021,94
Oyster Bay,2021,88.3
Paddington,2021,93.3
Padstow,2021,89.93333333
Pagewood,2021,94.6
Pambula,2021,91.1
Pambula Beach,2021,83.7
Panania,2021,92.66666667
Parkes,2021,93.06666667
Parramatta,2021,92.55
Paterson,2021,90.3
Paxton,2021,92.6
Peak Hill,2021,84.3
Peakhurst,2021,92.85
Pelaw Main,2021,91.6
Pelican,2021,91.8
Pennant Hills,2021,95.8
Penrith,2021,91.9
Penshurst,2021,92.1
Perthville,2021,89.1
Petersham,2021,91.7
Picton,2021,92.23333333
Pitt Town,2021,94.7
Plumpton,2021,90.45
Point Clare,2021,89.1
Port Kembla,2021,89.05
Potts Point,2021,91.5
Pottsville,2021,92.4
Prestons,2021,91.5
Pretty Beach,2021,92.7
Prospect,2021,84.2
Punchbowl,2021,91.5
Pymble,2021,89.4
Quakers Hill,2021,93.35
Queanbeyan,2021,93.34
Quirindi,2021,92.1
Raglan,2021,84.7
Ramsgate,2021,86.8
Randwick,2021,85.2
Rathmines,2021,86.7
Raymond Terrace,2021,91.43333333
Redhead,2021,91.5
Regents Park,2021,90.2
Regentville,2021,92.9
Revesby,2021,87.7
Richmond,2021,91.4
Riverstone,2021,88.2
Robertson,2021,91.2
Rockdale,2021,89
Rooty Hill,2021,90.3
Ropes Crossing,2021,93
Rose Bay,2021,90.85
Rosebank,2021,96.1
Rosebery,2021,92.9
Rosehill,2021,95.5
Roselands,2021,89.9
Rosemeadow,2021,93.35
Roseville,2021,83.6
Rossmore,2021,92.7
Rouse Hill,2021,90.56666667
Rozelle,2021,92.2
Ruse,2021,94.5
Rutherford,2021,90.8
Rydalmere,2021,95.1
Ryde,2021,90.475
Salamander Bay,2021,90.1
Salt Ash,2021,88.6
San Remo,2021,93
Sandy Beach,2021,91.6
Sans Souci,2021,91.1
Sawtell,2021,88.5
Schofields,2021,92
Seaforth,2021,88.9
Seaham,2021,92.1
Seven Hills,2021,90.01666667
Shell Cove,2021,95
Shellharbour,2021,92.2
Shellharbour City,2021,91.4
Shelly Beach,2021,95.1
Shoal Bay,2021,91
Shoalhaven Heads,2021,90
Singleton,2021,85.7
Smithfield,2021,95.2
Smithtown,2021,90.4
South Coogee,2021,91.9
South Grafton,2021,92.15
South Gundagai,2021,89
South Hurstville,2021,89.2
South Lismore,2021,95
South Penrith,2021,92.5
South Tamworth,2021,94.7
South West Rocks,2021,91.1
South Windsor,2021,90.85
Speers Point,2021,88.7
Springfield,2021,95
Springwood,2021,93.65
St Andrews,2021,94.3
St Clair,2021,91.28
St Helens Park,2021,89.2
St Ives,2021,91.5
St Johns Park,2021,93.1
St Marys,2021,87.76666667
St Peters,2021,92.2
Stanhope Gardens,2021,88.3
Stanmore,2021,90.8
Stockton,2021,92.2
Strathfield,2021,92.13333333
Stroud,2021,91
Stuarts Point,2021,94.6
Summer Hill,2021,90.9
Surfside,2021,95.8
Surry Hills,2021,90.6
Sutherland,2021,84.15
Swansea,2021,87
Sydney,2021,91.9
Sylvania,2021,85.85
Tacoma,2021,95.3
Tahmoor,2021,90.15
Tamworth,2021,87.5
Taree,2021,87.575
Tarro,2021,95.55
Telegraph Point,2021,95.2
Temora,2021,93.1
Tempe,2021,92.4
Tenambit,2021,96.2
Tenterfield,2021,90.85
Terranora,2021,92.45
Terrey Hills,2021,93.55
Terrigal,2021,92.35
The Entrance,2021,93.6
The Ponds,2021,93.1
Thirlmere,2021,92.9
Thirroul,2021,95.2
Thornleigh,2021,87.2
Thornton,2021,94.3
Thurgoona,2021,93.2
Tighes Hill,2021,94.4
Timbumburi,2021,89.2
Tinonee,2021,89.6
Tintenbar,2021,94.8
Toormina,2021,94.7
Toronto,2021,93.6
Townsend,2021,90.6
Tregear,2021,73.7
Tuggerah,2021,81.3
Tumbarumba,2021,92.9
Tumbi Umbi,2021,91.7
Tuncurry,2021,92.3
Turramurra,2021,85.35
Tweed Heads South,2021,87
Uki,2021,89.2
Ultimo,2021,90.7
Unanderra,2021,83
Upper Main Arm,2021,88.1
Uralla,2021,88
Urunga,2021,94.4
Vacy,2021,92.5
Valentine,2021,91.3
Vaucluse,2021,87.2
Villawood,2021,92.3
Wadeville,2021,86.8
Wagga Wagga,2021,88.45
Wahroonga,2021,88.44
Waitara,2021,90.6
Wallacia,2021,79.1
Wallsend,2021,94.1
Wangi Wangi,2021,92.3
Waratah,2021,90
Warialda,2021,89.76666667
Warners Bay,2021,92.45
Warnervale,2021,92.6
Warwick Farm,2021,93.2
Wattle Grove,2021,94.1
Wauchope,2021,90.1
Wee Waa,2021,91.15
Wentworth Falls,2021,95.85
Wentworthville,2021,89.7
Werrington,2021,94.05
Werris Creek,2021,94.7
West Gosford,2021,92.1
West Pymble,2021,93.75
West Tamworth,2021,90.95
West Wallsend,2021,95.4
Westdale,2021,91.2
Westmead,2021,90.03333333
Weston,2021,94.5
Wetherill Park,2021,95.2
Whalan,2021,89
Wilberforce,2021,95.9
Wiley Park,2021,92.7
Willmot,2021,91.8
Willoughby,2021,94.2
Wilton,2021,89.4
Windale,2021,91.9
Wingham,2021,92.1
Winmalee,2021,93.3
Wollongbar,2021,89.2
Wollongong,2021,89.8
Wollongong West,2021,93.3
Woodberry,2021,91.2
Woodburn,2021,90.6
Woodenbong,2021,92.5
Woolgoolga,2021,93.3
Wooli,2021,93
Woollahra,2021,91.23333333
Woronora,2021,83
Woy Woy,2021,94.1
Wyee,2021,84.5
Wyoming,2021,92.93333333
Wyong,2021,93
Wyong Creek,2021,94.5
Yagoona,2021,92.4
Yamba,2021,90.1
Yass,2021,94.1
Yennora,2021,91
Yowie Bay,2021,94.2
Abbotsford,2022,89
Aberdeen,2022,85.2
Abermain,2022,87.5
Adamstown,2022,91.2
Albion Park,2022,84.5
Albury,2022,86.3
Allambie Heights,2022,82.6
Alstonville,2022,90.15
Ambarvale,2022,90.5
Annangrove,2022,84.6
Appin,2022,88
Arcadia,2022,90.05
Ariah Park,2022,78.5
Armidale,2022,87.17142857
Arncliffe,2022,89.63333333
Ashbury,2022,89.1
Ashcroft,2022,86.2
Ashfield,2022,89.2
Ashmont,2022,85.8
Ashtonfield,2022,81.1
Auburn,2022,83.725
Austinmer,2022,82.5
Austral,2022,84.8
Avalon Beach,2022,85.6
Avoca Beach,2022,90.2
Awaba,2022,86.6
Balgowlah,2022,83.7
Balgownie,2022,83.3
Ballina,2022,87.6
Balmain,2022,86.2
Balmain East,2022,85.2
Balranald,2022,89.7
Bangalow,2022,89.2
Bangor,2022,86.95
Bankstown,2022,86.06666667
Banora Point,2022,84.15
Baradine,2022,89.4
Barden Ridge,2022,88.95
Bardia,2022,87.1
Bargo,2022,88.1
Barham,2022,83.6
Barnsley,2022,65.2
Barooga,2022,84.3
Barraba,2022,86.45
Barrack Heights,2022,83.9
Bass Hill,2022,86.4
Bateau Bay,2022,87
Bathurst,2022,89.4
Batlow,2022,90.1
Baulkham Hills,2022,88.7
Beaumont Hills,2022,91.5
Beecroft,2022,86
Beelbangera,2022,91.1
Bega,2022,83.6
Bellambi,2022,84.5
Bellbird,2022,83.5
Bellevue Hill,2022,88.1
Bellingen,2022,85.6
Belmont,2022,87.55
Belmont North,2022,80.3
Belmore,2022,84.75
Belrose,2022,88.45
Bemboka,2022,82.6
Berala,2022,87.6
Beresfield,2022,87.8
Berkeley,2022,83.8
Berkeley Vale,2022,88.3
Bermagui,2022,86.7
Berowra,2022,90.9
Berowra Heights,2022,87.45
Berrima,2022,84.4
Berry,2022,95.9
Beverly Hills,2022,84.53333333
Bexhill,2022,84.7
Bexley,2022,81.325
Bidwill,2022,85.1
Bilpin,2022,81.6
Bingara,2022,59.2
Birrong,2022,82.2
Blackalls Park,2022,84.7
Blackheath,2022,86.6
Blacksmiths,2022,85.4
Blacktown,2022,81.8
Blairmount,2022,81.3
Blakebrook,2022,92.1
Blakehurst,2022,86.95
Blaxland,2022,83.3
Blaxland East,2022,81.8
Blayney,2022,85.6
Bligh Park,2022,90.95
Boambee,2022,87.1
Bodalla,2022,87.5
Bogangar,2022,91.5
Bolwarra,2022,86.6
Bomaderry,2022,86.15
Bombala,2022,93.3
Bonalbo,2022,83
Bondi Beach,2022,88.2
Bonnet Bay,2022,85.9
Bonnyrigg,2022,85.4
Bonnyrigg Heights,2022,84.4
Boolaroo,2022,89.5
Boomerang Beach,2022,91.1
Booragul,2022,83.2
Booral,2022,91.6
Boorowa,2022,89
Boree Creek,2022,87.9
Bossley Park,2022,87.26666667
Botany,2022,86.9
Bourke,2022,89.7
Bowral,2022,85.5
Bowraville,2022,81.3
Bradbury,2022,85.6
Braidwood,2022,78.9
Branxton,2022,81.15
Brewarrina,2022,85.3
Brighton-Le-Sands,2022,88.1
Broadmeadow,2022,87.9
Broke,2022,84.1
Broken Hill,2022,83.76
Brooklyn,2022,82.4
Brookvale,2022,83
Broulee,2022,91.4
Brunswick Heads,2022,88.2
Budgewoi,2022,91.3
Bulli,2022,91.8
Bundanoon,2022,91.4
Bundarra,2022,85.1
Bundeena,2022,83.7
Bungendore,2022,85.8
Burren Junction,2022,88.6
Burringbar,2022,91.4
Burwood,2022,85.85
Busby,2022,89.3
Buxton,2022,81.1
Byron Bay,2022,83.4
Cabramatta,2022,77.8
Callala Bay,2022,81.6
Cambewarra,2022,85
Cambridge Park,2022,78.9
Camden,2022,81.725
Cammeray,2022,85.2
Campbelltown,2022,88.18571429
Campsie,2022,90.35
Candelo,2022,88.9
Canley Heights,2022,89.5
Canley Vale,2022,88.5
Canowindra,2022,85
Canterbury,2022,88.55
Captains Flat,2022,87.9
Cardiff,2022,89.15
Cardiff South,2022,92.3
Caringbah,2022,85
Carlingford,2022,81.75
Carlton,2022,85.9
Carnes Hill,2022,88.2
Carramar,2022,78.1
Carrington,2022,84.7
Cartwright,2022,87.9
Casino,2022,88.75
Castle Hill,2022,87.875
Castlereagh,2022,85.5
Casula,2022,85.3
Cattai,2022,75
Caves Beach,2022,77
Cecil Hills,2022,87.4
Central Mangrove,2022,91.4
Central Tilba,2022,86.8
Cessnock,2022,88.6
Charlestown,2022,87.275
Chatsworth,2022,85.7
Cherrybrook,2022,81.96666667
Chester Hill,2022,86.63333333
Chippendale,2022,80.7
Chipping Norton,2022,87.5
Chisholm,2022,89.9
Chittaway Bay,2022,90.3
Claremont Meadows,2022,75.8
Clarence Town,2022,90.8
Clarenza,2022,85.9
Claymore,2022,83.9
Clergate,2022,85
Clovelly,2022,85.1
Clunes,2022,87.7
Coal Point,2022,82.5
Cobar,2022,86.7
Cobargo,2022,88.5
Cobbitty,2022,86.75
Coffee Camp,2022,85.5
Coffs Harbour,2022,87.33333333
Coleambally,2022,84.65
Coledale,2022,84.9
Collarenebri,2022,92.6
Collaroy,2022,82.1
Collaroy Plateau,2022,86
Colo Vale,2022,86.9
Como,2022,87.25
Concord,2022,94.1
Condobolin,2022,89
Condong,2022,89.6
Coniston,2022,89.8
Coogee,2022,86.95
Coolah,2022,88.4
Coolamon,2022,88.2
Cooma,2022,85.1
Cooma North,2022,80.3
Coonabarabran,2022,81.6
Coonamble,2022,86.1
Coorabell,2022,92.2
Cootamundra,2022,85.6
Copacabana,2022,87.4
Copmanhurst,2022,84.2
Coraki,2022,82.8
Cordeaux Heights,2022,84
Corindi Beach,2022,85.2
Corowa,2022,84.5
Corrimal,2022,86.96666667
Coutts Crossing,2022,86.8
Cowan,2022,85.2
Cowra,2022,89
Cranebrook,2022,87
Crescent Head,2022,90.6
Cringila,2022,89.1
Cromer,2022,78.7
Cronulla,2022,87.575
Croydon,2022,87
Croydon Park,2022,82.7
Crystal Creek,2022,85.7
Cudal,2022,86.2
Culcairn,2022,89.96666667
Cumnock,2022,88
Cundletown,2022,90.95
Curlewis,2022,86.6
Currans Hill,2022,88.6
Daceyville,2022,86.1
Dapto,2022,84.3
Dareton,2022,87.4
Davidson,2022,85.4
Dean Park,2022,90.9
Dee Why,2022,68.3
Delegate,2022,83.6
Delungra,2022,87.4
Denman,2022,79.5
Dharruk,2022,89.5
Diamond Beach,2022,91.7
Doonside,2022,87.4
Dorrigo,2022,89.6
Double Bay,2022,89.2
Douglas Park,2022,88.4
Dover Heights,2022,82.5
Drummoyne,2022,87.1
Dubbo,2022,86.35
Dudley,2022,85.3
Dulwich Hill,2022,87.2
Dundas Valley,2022,89.23333333
Dungay,2022,87.8
Dungog,2022,79
Dunmore,2022,83.7
Dunoon,2022,85.2
Dural,2022,85.53333333
Duri,2022,86.2
Eagle Vale,2022,86.5
Earlwood,2022,86.175
East Lindfield,2022,88.4
East Lismore,2022,83.9
East Maitland,2022,84.5
Eastern Creek,2022,89.8
Eastlakes,2022,91.9
Eastwood,2022,90.175
Eden,2022,91.4
Edensor Park,2022,87.55
Edgeworth,2022,85.95
Edmondson Park,2022,84.7
Eglinton,2022,86.6
Elanora Heights,2022,81.9
Elderslie,2022,87.5
Eleebana,2022,86.9
Ellalong,2022,81.6
Emerton,2022,86.8
Emmaville,2022,90.3
Emu Plains,2022,84.975
Enfield,2022,90.6
Engadine,2022,87.225
Epping,2022,85.1
Erina,2022,86.5
Erina Heights,2022,86.1
Ermington,2022,85.3
Erskine Park,2022,86.85
Erskineville,2022,89.4
Eschol Park,2022,89.8
Ettalong Beach,2022,87.1
Eungella,2022,88
Exeter,2022,85.1
Fairfield,2022,87.86666667
Fairfield East,2022,89.7
Fairfield West,2022,81.7
Fairy Meadow,2022,86.03333333
Fassifern,2022,93.3
Faulconbridge,2022,82.7
Fennell Bay,2022,89.6
Fern Bay,2022,78.5
Five Dock,2022,86.3
Fletcher,2022,85
Forest Lodge,2022,88.7
Forestville,2022,86.3
Forster,2022,91
Frenchs Forest,2022,89.2
Freshwater,2022,90.9
Galston,2022,82.6
Ganmain,2022,86.1
Garden Suburb,2022,75.4
Georges Hall,2022,84.33333333
Gerringong,2022,90.4
Gilgandra,2022,90.7
Gillieston Heights,2022,90.7
Glebe,2022,86.4
Glenbrook,2022,88.8
Glendale,2022,82.75
Glenfield,2022,88.4
Glenhaven,2022,83
Glenmore Park,2022,86.73333333
Glenorie,2022,84.4
Glenreagh,2022,94.1
Glenwood,2022,80.5
Glossodia,2022,87.6
Gloucester,2022,86.7
Gol Gol,2022,82.7
Goolgowi,2022,88.7
Goonellabah,2022,84.4
Gordon,2022,85.65
Goulburn,2022,88.33333333
Goulburn North,2022,87.5
Grafton,2022,87.46666667
Granville,2022,86.5
Granville East,2022,81
Grays Point,2022,90.6
Green Point,2022,88.7
Green Valley,2022,87.3
Greenacre,2022,88.1
Greenwell Point,2022,85.8
Greenwich,2022,83.3
Grenfell,2022,92.9
Gresford,2022,86.4
Greta,2022,85.6
Greystanes,2022,86.43333333
Griffith,2022,85.2
Grose Vale,2022,89.1
Guildford,2022,88.9
Guildford West,2022,81.5
Gulargambone,2022,90.6
Gulgong,2022,88.1
Gulmarrad,2022,88
Gundagai,2022,86.9
Gundaroo,2022,77
Gunnedah,2022,86.5
Gunning,2022,88
Guyra,2022,73.3
Gwandalan,2022,85.7
Gwynneville,2022,86.5
Gymea,2022,87.45
Gymea Bay,2022,88.2
Haberfield,2022,83.1
Hamilton,2022,86.9
Hammondville,2022,81.9
Hanwood,2022,91.5
Harrington,2022,86.7
Harrington Park,2022,87.4
Harwood,2022,80.3
Hazelbrook,2022,87
Hebersham,2022,88.7
Helensburgh,2022,87.25
Henty,2022,83.4
Hillston,2022,91
Hinchinbrook,2022,86.8
Hinton,2022,83.7
Hobartville,2022,87.6
Holbrook,2022,82.25
Holgate,2022,84.6
Holsworthy,2022,88.3
Homebush,2022,79.8
Homebush West,2022,88.8
Hornsby,2022,89.85
Horsley,2022,85.1
Howlong,2022,85.5
Hoxton Park,2022,85.3
Hunters Hill,2022,88.2
Hurstville,2022,86.23333333
Illawong,2022,90.1
Iluka,2022,82.4
Ingleburn,2022,86.93333333
Inverell,2022,88
Islington,2022,87
Jannali,2022,85.95
Jerilderie,2022,90.45
Jerrabomberra,2022,85.9
Jewells,2022,88
Jindabyne,2022,88.3
Jindera,2022,83.7
Junee,2022,88.96666667
Kahibah,2022,87.8
Kanahooka,2022,87.9
Kandos,2022,90.1
Karangi,2022,90.1
Kareela,2022,87.3
Karuah,2022,90.6
Katoomba,2022,83.46666667
Kearsley,2022,88.8
Keiraville,2022,86.1
Kellyville,2022,84.35
Kelso,2022,85.1
Kempsey,2022,87.4
Kendall,2022,90.4
Kensington,2022,87.2
Kenthurst,2022,84.7
Kiama,2022,87.05
Killara,2022,90.35
Killarney Heights,2022,82.3
Killarney Vale,2022,84.2
Kincumber,2022,85.4
Kings Langley,2022,84.1
Kingscliff,2022,84.8
Kingsgrove,2022,83.75
Kingswood,2022,85.95
Kirrawee,2022,82.9
Kirribilli,2022,88.4
Kitchener,2022,86.3
Kogarah,2022,88
Kooringal,2022,90.9
Kootingal,2022,80.2
Korora,2022,84.7
Kotara,2022,91.3
Kulnura,2022,84.7
Kurnell,2022,84.8
Kurrajong,2022,87.775
Kurrajong Hills,2022,88.7
Kurri Kurri,2022,92.05
Kyogle,2022,85.7
Laguna,2022,86.6
Lake Albert,2022,87.1
Lake Cargelligo,2022,88.2
Lake Cathie,2022,82.2
Lake Heights,2022,88.5
Lake Illawarra,2022,83
Lake Munmorah,2022,86.75
Lalor Park,2022,87.8
Lambton,2022,86.9
Lane Cove,2022,88.93333333
Largs,2022,74.6
Laurieton,2022,87
Lavington,2022,89.33333333
Lawson,2022,86.4
Leeton,2022,90.6
Leeville,2022,83.7
Leichhardt,2022,83.6
Lethbridge Park,2022,87.3
Leumeah,2022,88.1
Leura,2022,88.6
Lewisham,2022,91
Lidcombe,2022,87.8
Lightning Ridge,2022,72.7
Lilli Pilli,2022,83.7
Lindfield,2022,88.8
Lisarow,2022,85.45
Lismore,2022,87.075
Lithgow,2022,89.7
Liverpool,2022,87.45
Lochinvar,2022,82.3
Londonderry,2022,87.7
Long Flat,2022,91.3
Luddenham,2022,85.65
Lugarno,2022,73.3
Lurnea,2022,90.1
Macksville,2022,86.4
Maclean,2022,88.2
Macquarie Fields,2022,87.7
Maitland,2022,88.35
Malabar,2022,79.95
Manilla,2022,89
Manly,2022,84.9
Manly Vale,2022,88.3
Maraylya,2022,86.8
Marks Point,2022,85.3
Maroubra,2022,84.1
Marrickville,2022,81.6
Marsden Park,2022,91.5
Marulan,2022,86.3
Maryland,2022,76.55
Mascot,2022,87.2
Mathoura,2022,82.5
Matraville,2022,87.2
Mayfield,2022,87.06666667
Meadow Flat,2022,91.3
Meadowbank,2022,81.5
Medowie,2022,77.9
Menai,2022,87.3
Mendooran,2022,74.7
Menindee,2022,87.5
Merewether,2022,86.5
Merewether Beach,2022,91.2
Merewether Heights,2022,90.1
Merimbula,2022,88.6
Merriwa,2022,88.3
Merrylands,2022,82.45
Metford,2022,90
Middleton Grange,2022,89.2
Millers Forest,2022,86.6
Millfield,2022,90.4
Milperra,2022,82.1
Milton,2022,86.8
Minchinbury,2022,89.1
Minmi,2022,89.7
Minto,2022,82.53333333
Miranda,2022,87
Mittagong,2022,77.6
Moama,2022,83.15
Molong,2022,83.5
Mona Vale,2022,86.8
Moorebank,2022,88
Moree,2022,83.975
Morisset,2022,82.5
Mortdale,2022,88.1
Moruya,2022,91.3
Mosman,2022,87.25
Moss Vale,2022,87.6
Moulamein,2022,85.2
Mount Annan,2022,85.6
Mount Austin,2022,79.6
Mount Colah,2022,79.2
Mount Druitt,2022,82.66
Mount Keira,2022,85.5
Mount Kuring-Gai,2022,85.7
Mount Pleasant,2022,87.6
Mount Pritchard,2022,86.8
Mount Victoria,2022,83.4
Mudgee,2022,90.8
Mulbring,2022,92.4
Mungindi,2022,79
Murwillumbah,2022,76.6
Muswellbrook,2022,87.65
Narellan Vale,2022,89.4
Narrabeen,2022,83.2
Narrabri,2022,89.4
Narrandera,2022,90.3
Narromine,2022,86.4
Narwee,2022,86.9
Neutral Bay,2022,86.4
New Lambton,2022,86.05
Newcastle,2022,81.5
Newington,2022,88.4
Newtown,2022,81.8
Niagara Park,2022,89.6
Nords Wharf,2022,83.7
Normanhurst,2022,85.3
North Albury,2022,86.9
North Balgowlah,2022,89
North Casino,2022,88.5
North Epping,2022,83.9
North Haven,2022,90.7
North Kellyville,2022,63.7
North Narrabeen,2022,85.9
North Nowra,2022,88.6
North Parramatta,2022,84.08
North Richmond,2022,86.8
North Rocks,2022,86.15
North Ryde,2022,87.125
North St Marys,2022,89.6
North Sydney,2022,89.1
North Turramurra,2022,87.4
Northbridge,2022,86.4
Northmead,2022,83.5
Nowra,2022,87.76666667
Nowra East,2022,89.8
Nundle,2022,89.5
Nyngan,2022,87.7
Oak Flats,2022,81.6
Oakdale,2022,87.3
Oakhurst,2022,89.9
Oakville,2022,86.25
Oatley,2022,86.05
Oberon,2022,83.4
Ocean Shores,2022,85.9
O'Connell,2022,89.1
Old Bar,2022,86.8
Oran Park,2022,86.36666667
Orange,2022,84.86666667
Orchard Hills,2022,80.05
Otford,2022,88.3
Oyster Bay,2022,83.6
Paddington,2022,87.85
Padstow,2022,84.33333333
Pagewood,2022,89.4
Pambula,2022,86.6
Pambula Beach,2022,89.3
Panania,2022,86.96666667
Parkes,2022,89.2
Parramatta,2022,87.5
Paterson,2022,82.6
Paxton,2022,92.1
Peak Hill,2022,80
Peakhurst,2022,88.3
Pelaw Main,2022,88
Pelican,2022,83.4
Pennant Hills,2022,87.5
Penrith,2022,90.5
Penshurst,2022,88.35
Perthville,2022,84
Petersham,2022,85.6
Picton,2022,87.53333333
Pitt Town,2022,90.9
Plumpton,2022,82.2
Point Clare,2022,81.8
Port Kembla,2022,84.7
Potts Point,2022,86.5
Pottsville,2022,87.7
Prestons,2022,86.86666667
Pretty Beach,2022,89
Prospect,2022,75.3
Punchbowl,2022,87.7
Pymble,2022,84.85
Quakers Hill,2022,88.325
Queanbeyan,2022,89.14
Quirindi,2022,91.8
Raglan,2022,85.8
Ramsgate,2022,82.9
Randwick,2022,81.325
Rathmines,2022,83.5
Raymond Terrace,2022,89.4
Redhead,2022,90
Regents Park,2022,82.3
Regentville,2022,88.4
Revesby,2022,85.4
Richmond,2022,86.3
Riverstone,2022,83.1
Riverwood,2022,91.55
Robertson,2022,84.5
Rockdale,2022,85.8
Rooty Hill,2022,81.2
Ropes Crossing,2022,87
Rose Bay,2022,86.45
Rosebank,2022,92
Rosebery,2022,86.6
Rosehill,2022,90.5
Roselands,2022,84.8
Rosemeadow,2022,88.65
Roseville,2022,76.4
Rossmore,2022,85.6
Rouse Hill,2022,86.06666667
Rozelle,2022,85.1
Ruse,2022,88.9
Rutherford,2022,88.3
Rydalmere,2022,89.3
Ryde,2022,86.45
Salamander Bay,2022,86.1
Salt Ash,2022,84
San Remo,2022,84.9
Sandy Beach,2022,83.9
Sans Souci,2022,84.5
Sawtell,2022,84.75
Schofields,2022,85.9
Seaforth,2022,87.2
Seaham,2022,86.6
Seven Hills,2022,84.38333333
Shell Cove,2022,89.9
Shellharbour,2022,85.7
Shellharbour City,2022,85.4
Shelly Beach,2022,90.3
Shoal Bay,2022,85.9
Shoalhaven Heads,2022,85.6
Singleton,2022,81.53333333
Smithfield,2022,90.7
Smithtown,2022,86.6
South Coogee,2022,90.6
South Grafton,2022,85.9
South Gundagai,2022,86.7
South Hurstville,2022,84.7
South Lismore,2022,88.6
South Penrith,2022,88.3
South Tamworth,2022,89.1
South West Rocks,2022,85.6
South Windsor,2022,88.55
Speers Point,2022,79.4
Spring Farm,2022,80.1
Springfield,2022,89.7
Springwood,2022,88.45
St Andrews,2022,87.8
St Clair,2022,84.86
St Helens Park,2022,82.4
St Ives,2022,86.44
St Johns Park,2022,88.2
St Marys,2022,81.93333333
St Peters,2022,84
Stanmore,2022,87.3
Stockton,2022,89.2
Strathfield,2022,88.03333333
Stroud,2022,88.5
Stuarts Point,2022,86.9
Summer Hill,2022,88.1
Surfside,2022,92.1
Surry Hills,2022,84.2
Sutherland,2022,78.2
Swansea,2022,82.8
Sydney,2022,82.9
Sylvania,2022,75.3
Tacoma,2022,92.8
Tahmoor,2022,88.85
Tamworth,2022,83.2
Tarro,2022,90.6
Telegraph Point,2022,90.7
Temora,2022,89
Tempe,2022,88.5
Tenambit,2022,96.5
Tenterfield,2022,84.2
Terranora,2022,87.25
Terrey Hills,2022,88.2
Terrigal,2022,87.4
The Entrance,2022,93.1
The Ponds,2022,87.15
Thirlmere,2022,84.1
Thirroul,2022,90.7
Thornleigh,2022,80.85
Thornton,2022,88.8
Thurgoona,2022,89.8
Tighes Hill,2022,89.1
Timbumburi,2022,82.9
Tinonee,2022,85.8
Tintenbar,2022,91.4
Toongabbie,2022,89.56666667
Toormina,2022,91.7
Toronto,2022,88.9
Townsend,2022,85.5
Tregear,2022,75.2
Tuggerah,2022,77.3
Tumbarumba,2022,92.1
Tumbi Umbi,2022,86.4
Tuncurry,2022,88.8
Turramurra,2022,80.7
Tweed Heads South,2022,80.9
Uki,2022,83.7
Ultimo,2022,83.3
Unanderra,2022,77.9
Upper Main Arm,2022,86.1
Uralla,2022,82
Urunga,2022,88
Vacy,2022,90.5
Valentine,2022,84.5
Vaucluse,2022,78.4
Villawood,2022,87.7
Wadeville,2022,82.7
Wagga Wagga,2022,84.5
