Suburb,Year,Average
Dean Park,2019,94.3
Dee Why,2019,87.6
Delegate,2019,91.7
Delungra,2019,91.6
Deniliquin,2019,91.56666667
Denman,2019,87.1
Dharruk,2019,93.9
Diamond Beach,2019,94.6
Doonside,2019,89.75
Dorrigo,2019,93.8
Double Bay,2019,93.7
Douglas Park,2019,93.3
Dover Heights,2019,91.7
Drummoyne,2019,92.1
Dubbo,2019,92.31666667
Dudley,2019,92.2
Dulwich Hill,2019,92
Dundas Valley,2019,93.36666667
Dunedoo,2019,82
Dungay,2019,95
Dungog,2019,91.7
Dunmore,2019,91.7
Dunoon,2019,92.7
Dural,2019,91.36666667
Duri,2019,89
Eagle Vale,2019,92.1
Earlwood,2019,91.725
East Lindfield,2019,94.4
East Lismore,2019,90.6
East Maitland,2019,90.6
Eastern Creek,2019,93.8
Eastlakes,2019,95.1
Eastwood,2019,93.4
Eden,2019,96.1
Edensor Park,2019,92.1
Edgeworth,2019,91.1
Edmondson Park,2019,93.1
Eglinton,2019,90.2
Elanora Heights,2019,89
Elderslie,2019,92.1
Eleebana,2019,92.8
Ellalong,2019,88.2
Emerton,2019,92.5
Emmaville,2019,94.9
Emu Plains,2019,91.475
Enfield,2019,93.2
Engadine,2019,91.425
Epping,2019,91.2
Erina,2019,90.2
Erina Heights,2019,93.4
Ermington,2019,91.7
Erskine Park,2019,92.65
Erskineville,2019,93.7
Eschol Park,2019,93.7
Ettalong Beach,2019,92.8
Eungella,2019,92.5
Exeter,2019,91.2
Fairfield,2019,93.16666667
Fairfield East,2019,87.9
Fairfield West,2019,88
Fairy Meadow,2019,91.56666667
Fassifern,2019,95.7
Faulconbridge,2019,93
Fennell Bay,2019,93.6
Fern Bay,2019,86.3
Five Dock,2019,95.1
Fletcher,2019,93.1
Forest Lodge,2019,92.4
Forestville,2019,92.7
Forster,2019,95
Frenchs Forest,2019,92.9
Freshwater,2019,94.9
Galston,2019,92.4
Ganmain,2019,90.3
Garden Suburb,2019,86.1
Georges Hall,2019,91.9
Gerringong,2019,94.4
Gilgandra,2019,93.9
Gillieston Heights,2019,93.9
Glebe,2019,92
Glenbrook,2019,93.9
Glendale,2019,88.8
Glenfield,2019,93.7
Glenhaven,2019,87.5
Glenmore Park,2019,91.23333333
Glenorie,2019,91.7
Glenreagh,2019,93.4
Glenwood,2019,90.25
Glossodia,2019,94.7
Gloucester,2019,90.3
Gol Gol,2019,90.4
Goolgowi,2019,93.6
Goonellabah,2019,90.86666667
Gordon,2019,93.65
Goulburn,2019,92.03333333
Goulburn North,2019,90.6
Grafton,2019,90.86666667
Granville,2019,91.73333333
Granville East,2019,81
Grays Point,2019,92.8
Green Point,2019,94.2
Green Valley,2019,91.9
Greenacre,2019,92.28
Greenwell Point,2019,90.9
Greenwich,2019,89.6
Grenfell,2019,95.1
Gresford,2019,93
Greta,2019,89.2
Greystanes,2019,93.53333333
Griffith,2019,91.2
Grose Vale,2019,92.2
Guildford,2019,91.45
Guildford West,2019,86.2
Gulargambone,2019,94.3
Gulgong,2019,94.2
Gulmarrad,2019,92.3
Gundagai,2019,93.7
Gundaroo,2019,85.4
Gunnedah,2019,92.6
Gunning,2019,91.7
Guyra,2019,83.5
Gwandalan,2019,93.1
Gwynneville,2019,92.25
Gymea,2019,93.35
Gymea Bay,2019,93.5
Haberfield,2019,90.25
Hamilton,2019,90.4
Hammondville,2019,91.6
Hanwood,2019,95.6
Harrington,2019,91.6
Harrington Park,2019,92.9
Harwood,2019,90.5
Hazelbrook,2019,89.8
Hebersham,2019,94
Helensburgh,2019,91.7
Henty,2019,95.7
Hillston,2019,94.7
Hinchinbrook,2019,92.2
Hinton,2019,89.7
Hobartville,2019,93.3
Holbrook,2019,88
Holsworthy,2019,93.9
Homebush,2019,88.9
Homebush West,2019,93.1
Hornsby,2019,93.75
Horsley,2019,90.7
Howlong,2019,91.5
Hoxton Park,2019,90.65
Hurstville,2019,91.46666667
Illawong,2019,93.8
Iluka,2019,90.6
Ingleburn,2019,92.2
Inverell,2019,93.5
Islington,2019,92.1
Jannali,2019,93.25
Jerilderie,2019,94.5
Jerrabomberra,2019,91.8
Jewells,2019,94.2
Jindabyne,2019,93.8
Jindera,2019,90.65
Junee,2019,92.7
Kahibah,2019,93.4
Kanahooka,2019,92.8
Kandos,2019,94.6
Karangi,2019,93.1
Kareela,2019,90.4
Karuah,2019,94.4
Katoomba,2019,91.36666667
Kearsley,2019,93.2
Keiraville,2019,93
Kellyville,2019,90.51666667
Kelso,2019,91.4
Kempsey,2019,92.5
Kendall,2019,94.3
Kensington,2019,92.9
Kenthurst,2019,91.5
Kiama,2019,92.05
Killara,2019,92.5
Killarney Heights,2019,92.9
Killarney Vale,2019,88
Kincumber,2019,90.5
Kings Langley,2019,91.3
Kingscliff,2019,89.7
Kingsgrove,2019,88.05
Kingswood,2019,91.15
Kirrawee,2019,91.5
Kirribilli,2019,92
Kitchener,2019,92.6
Kogarah,2019,93.4
Kootingal,2019,89.7
Korora,2019,90.9
Kotara,2019,93.8
Kulnura,2019,93.6
Kurnell,2019,89.5
Kurrajong,2019,93.65
Kurrajong Hills,2019,93.7
Kurri Kurri,2019,95.85
Kyogle,2019,92.6
Laguna,2019,92.9
Lake Albert,2019,91
Lake Cargelligo,2019,93.5
Lake Cathie,2019,89.5
Lake Heights,2019,93.8
Lake Illawarra,2019,92.6
Lake Munmorah,2019,92.45
Lakemba,2019,89.4
Lalor Park,2019,93.7
Lambton,2019,90.5
Lane Cove,2019,92.26666667
Largs,2019,85.9
Laurieton,2019,94.2
Lavington,2019,93.46666667
Lawson,2019,91.05
Leeton,2019,90.2
Leeville,2019,90.8
Leichhardt,2019,91.7
Lethbridge Park,2019,91.6
Leumeah,2019,93.3
Leura,2019,94
Lewisham,2019,94.8
Lidcombe,2019,92.7
Lightning Ridge,2019,74.9
Lilli Pilli,2019,94.1
Lindfield,2019,93.73333333
Lisarow,2019,92.4
Lismore,2019,93.55
Lithgow,2019,95.35
Liverpool,2019,93.25
Lochinvar,2019,90.5
Londonderry,2019,92.7
Long Flat,2019,95.1
Luddenham,2019,91.65
Lugarno,2019,86.6
Lurnea,2019,94
Macksville,2019,93.9
Maclean,2019,93.3
Macquarie Fields,2019,91.2
Maitland,2019,91.45
Malabar,2019,88.05
Manilla,2019,94.1
Manly,2019,92.2
Manly Vale,2019,94.35
Maraylya,2019,95.6
Marks Point,2019,94.4
Maroubra,2019,91.5
Marrickville,2019,88.075
Marsden Park,2019,95.7
Marulan,2019,92.2
Maryland,2019,86.45
Mascot,2019,94.9
Mathoura,2019,89.5
Matraville,2019,91.9
Mayfield,2019,91.73333333
Meadow Flat,2019,95.6
Meadowbank,2019,88.3
Medowie,2019,86.3
Menai,2019,92.6
Mendooran,2019,80.8
Menindee,2019,92.9
Merewether,2019,91.05
Merewether Beach,2019,93.9
Merewether Heights,2019,95.1
Merimbula,2019,93.1
Merriwa,2019,92.85
Merrylands,2019,91.15
Metford,2019,91.8
Middleton Grange,2019,94.3
Millers Forest,2019,91.8
Millfield,2019,94.6
Milperra,2019,89.1
Milton,2019,92.6
Minchinbury,2019,86.8
Minmi,2019,92.3
Minto,2019,91.63333333
Miranda,2019,93.3
Mittagong,2019,84.8
Moama,2019,89.25
Molong,2019,88.6
Mona Vale,2019,89.2
Moorebank,2019,92.7
Moree,2019,89.6
Morisset,2019,89.8
Mortdale,2019,93.3
Moruya,2019,93.2
Mosman,2019,91.75
Moss Vale,2019,88.6
Moulamein,2019,91.1
Mount Annan,2019,91.3
Mount Austin,2019,94.3
Mount Colah,2019,91
Mount Druitt,2019,89.78
Mount Keira,2019,93.1
Mount Kuring-Gai,2019,92.9
Mount Pleasant,2019,93
Mount Pritchard,2019,95
Mount Victoria,2019,90.9
Mudgee,2019,95.4
Mulbring,2019,94.8
Mungindi,2019,92.1
Murwillumbah,2019,85.6
Muswellbrook,2019,91.65
Narellan Vale,2019,94.7
Narrabeen,2019,92.2
Narrabri,2019,93.2
Narrandera,2019,93.3
Narromine,2019,93
Narwee,2019,95.6
Neutral Bay,2019,93.9
New Lambton,2019,92.4
Newcastle,2019,88.3
Newington,2019,93.5
Newtown,2019,92.36666667
Niagara Park,2019,92.8
Nords Wharf,2019,90.9
Normanhurst,2019,94.7
North Albury,2019,90.8
North Balgowlah,2019,93.1
North Casino,2019,93.6
North Curl Curl,2019,87.9
North Epping,2019,92.1
North Haven,2019,95.1
North Kellyville,2019,77.4
North Narrabeen,2019,92.7
North Nowra,2019,91.9
North Parramatta,2019,90.2
North Richmond,2019,93.5
North Rocks,2019,91.3
North Ryde,2019,92.975
North St Marys,2019,93.1
North Sydney,2019,92.9
North Turramurra,2019,92.5
Northbridge,2019,93.6
Northmead,2019,92.3
Nowra,2019,94.4
Nowra East,2019,87.7
Nundle,2019,94.5
Nyngan,2019,92.8
Oak Flats,2019,89.8
Oakdale,2019,93.2
Oakhurst,2019,94.2
Oakville,2019,93.15
Oatley,2019,91.15
Oberon,2019,91.7
Ocean Shores,2019,90.9
O'Connell,2019,94.2
Old Bar,2019,92.3
Oran Park,2019,90.96666667
Orange,2019,90.08888889
Orchard Hills,2019,87.475
Otford,2019,94.4
Oyster Bay,2019,89.4
Padstow,2019,91.13333333
Pagewood,2019,93.5
Pambula,2019,92.5
Pambula Beach,2019,84.9
Panania,2019,91.76666667
Parkes,2019,93.8
Parramatta,2019,92.6
Paterson,2019,88.6
Paxton,2019,91.9
Peak Hill,2019,86.8
Peakhurst,2019,92.45
Pelaw Main,2019,93
Pelican,2019,92.4
Pennant Hills,2019,93.1
Penrith,2019,94.7
Penshurst,2019,93.25
Perthville,2019,91.6
Petersham,2019,91.9
Picton,2019,93.5
Pitt Town,2019,94.9
Plumpton,2019,90.85
Point Clare,2019,90.4
Port Kembla,2019,88.55
Port Macquarie,2019,89.86
Potts Point,2019,90.1
Pottsville,2019,93.1
Prestons,2019,92.36666667
Pretty Beach,2019,92.4
Prospect,2019,87.5
Punchbowl,2019,92.8
Pymble,2019,90.55
Quakers Hill,2019,95
Queanbeyan,2019,93.06
Quirindi,2019,92.8
Raglan,2019,94.5
Ramsgate,2019,89.5
Randwick,2019,90.4
Rathmines,2019,92.3
Raymond Terrace,2019,93.43333333
Redhead,2019,92.9
Regents Park,2019,90.7
Regentville,2019,91.8
Revesby,2019,88.45
Richmond,2019,92
Riverstone,2019,91.2
Robertson,2019,90.6
Rockdale,2019,90.9
Rooty Hill,2019,90.7
Ropes Crossing,2019,92.1
Rose Bay,2019,89.875
Rosebank,2019,95.6
Rosebery,2019,91.9
Rosehill,2019,94.7
Roselands,2019,91.2
Rosemeadow,2019,93.15
Roseville,2019,92.65
Rossmore,2019,91.6
Rouse Hill,2019,91.86666667
Rozelle,2019,91.8
Ruse,2019,93
Rutherford,2019,91.6
Rydalmere,2019,95.4
Ryde,2019,92.425
Salamander Bay,2019,91.9
Salt Ash,2019,88.8
San Remo,2019,91.6
Sandy Beach,2019,90.9
Sans Souci,2019,91.7
Sawtell,2019,94.75
Schofields,2019,91.1
Seaforth,2019,90.1
Seaham,2019,93.1
Seven Hills,2019,91.15
Shell Cove,2019,94.3
Shellharbour,2019,92.1
Shellharbour City,2019,93.5
Shelly Beach,2019,93.7
Shoal Bay,2019,92.3
Shoalhaven Heads,2019,90.8
Singleton,2019,90.13333333
Smithfield,2019,87.1
Smithtown,2019,91.8
South Coogee,2019,92.1
South Grafton,2019,89.75
South Gundagai,2019,91.5
South Hurstville,2019,87.9
South Lismore,2019,94.2
South Penrith,2019,92.7
South Tamworth,2019,93.5
South West Rocks,2019,93.2
South Windsor,2019,91.45
Speers Point,2019,91.1
Spring Farm,2019,89.9
Springfield,2019,94.3
Springwood,2019,93.4
St Andrews,2019,94.6
St Clair,2019,92.12
St Helens Park,2019,90.6
St Ives,2019,92.98
St Johns Park,2019,94.1
St Marys,2019,88.5
St Peters,2019,91.9
Stanhope Gardens,2019,90.9
Stanmore,2019,91.4
Stockton,2019,94.1
Strathfield,2019,92.53333333
Stroud,2019,92.3
Stuarts Point,2019,93.3
Summer Hill,2019,92.6
Surfside,2019,95.2
Surry Hills,2019,92.05
Sutherland,2019,88.9
Swansea,2019,87.3
Sydney,2019,91.3
Sylvania,2019,83.8
Tacoma,2019,94.6
Tahmoor,2019,93.5
Tamworth,2019,87.75
Taree,2019,90.35
Tarro,2019,94.95
Telegraph Point,2019,95.1
Temora,2019,91.1
Tempe,2019,93.3
Tenambit,2019,94.3
Tenterfield,2019,90.85
Terranora,2019,91.4
Terrey Hills,2019,93.3
Terrigal,2019,92.95
The Entrance,2019,94.1
The Ponds,2019,92.6
Thirlmere,2019,89.8
Thirroul,2019,94.3
Thornleigh,2019,90.7
Thornton,2019,94.6
Thurgoona,2019,94.7
Tighes Hill,2019,94.3
Timbumburi,2019,92.4
Tinonee,2019,93
Tintenbar,2019,95.1
Toongabbie,2019,92.83333333
Toormina,2019,94.9
Toronto,2019,94.1
Townsend,2019,92.1
Tregear,2019,76.9
Tuggerah,2019,87.9
Tumbarumba,2019,92
Tumbi Umbi,2019,91.5
Tuncurry,2019,93.4
Turramurra,2019,89.4
Tweed Heads South,2019,89.2
Uki,2019,90
Ultimo,2019,91.5
Unanderra,2019,85.6
Upper Main Arm,2019,91.9
Uralla,2019,89.5
Urunga,2019,94
Vacy,2019,93
Valentine,2019,91
Vaucluse,2019,86.5
Villawood,2019,92.4
Wadeville,2019,89.7
Wagga Wagga,2019,90.41666667
Wahroonga,2019,86.74
Waitara,2019,92.2
Wallacia,2019,83.1
Wallsend,2019,93.8
Wangi Wangi,2019,93.5
Warialda,2019,92.2
Warners Bay,2019,93.65
Warnervale,2019,93.15
Warwick Farm,2019,93.3
Wattle Grove,2019,94.2
Wauchope,2019,90.63333333
Waverley,2019,90.76666667
Wee Waa,2019,92.85
Wentworth Falls,2019,95.2
Wentworthville,2019,90.325
Werrington,2019,94
Werris Creek,2019,93.4
West Gosford,2019,96.4
West Kempsey,2019,86.7
West Pymble,2019,93.2
West Tamworth,2019,92.85
West Wallsend,2019,94.7
Westdale,2019,91.5
Westmead,2019,92.43333333
Weston,2019,93.3
Wetherill Park,2019,94.8
Whalan,2019,88.4
Wilberforce,2019,95.5
Wiley Park,2019,92
Willmot,2019,95
Willoughby,2019,94.7
Wilton,2019,91.15
Windale,2019,93.2
Wingham,2019,91.6
Winmalee,2019,96.1
Winston Hills,2019,92.1
Wollongbar,2019,89.1
Wollongong,2019,91.35
Wollongong West,2019,94.6
Woodberry,2019,92.9
Woodburn,2019,94.5
Woodenbong,2019,94.1
Woolgoolga,2019,92.1
Wooli,2019,93.5
Woollahra,2019,92.1
Woronora,2019,92
Woy Woy,2019,92.3
Wyee,2019,88.1
Wyoming,2019,92.93333333
Wyong,2019,91.6
Wyong Creek,2019,95.4
Yagoona,2019,92.2
Yamba,2019,93.1
Yass,2019,94.5
Yennora,2019,91.2
Young,2019,83
Yowie Bay,2019,94.7
Abbotsford,2021,94.3
Aberdeen,2021,89.2
Abermain,2021,93.3
Adamstown,2021,91.2
Albion Park,2021,90.46666667
Albury,2021,91.56666667
Allambie Heights,2021,87.8
Alstonville,2021,94.45
Ambarvale,2021,94.25
Annangrove,2021,91.5
Appin,2021,91.8
Arcadia,2021,92.95
Ariah Park,2021,85
Armidale,2021,91.44285714
Arncliffe,2021,93.6
Ashbury,2021,93
Ashcroft,2021,89.5
Ashfield,2021,93.4
Ashmont,2021,93.3
Ashtonfield,2021,87.2
Auburn,2021,88.8
Austinmer,2021,92.9
Austral,2021,89
Avalon Beach,2021,91.95
Avoca Beach,2021,94.4
Awaba,2021,89.7
Balgowlah,2021,90.03333333
Balgownie,2021,90.5
Ballina,2021,91.75
Balmain,2021,90.76666667
Balmain East,2021,90.3
Balranald,2021,95
Bangalow,2021,94.1
Bangor,2021,89.15
Bankstown,2021,89.46666667
Banora Point,2021,87.05
Baradine,2021,93.4
Barden Ridge,2021,92.8
Bardia,2021,93.6
Bargo,2021,92
Barham,2021,84.2
Barnsley,2021,81.8
Barooga,2021,89.2
Barraba,2021,92.05
Barrack Heights,2021,88.4
Bass Hill,2021,89.6
Bateau Bay,2021,90.25
Bathurst,2021,94.5
Batlow,2021,96.5
Baulkham Hills,2021,90.8
Beacon Hill,2021,90.2
Beaumont Hills,2021,93.7
Beecroft,2021,89.65
Beelbangera,2021,94.1
Bega,2021,88.65
Bellambi,2021,89.9
Bellbird,2021,90.3
Bellevue Hill,2021,90.9
Bellingen,2021,92.5
Belmont,2021,92.1
Belmont North,2021,88.7
Belmore,2021,91.45
Belrose,2021,92.7
Bemboka,2021,86.6
Berala,2021,94.2
Beresfield,2021,89.6
Berkeley,2021,91.25
Berkeley Vale,2021,93.2
Bermagui,2021,88.1
Berowra,2021,93.3
Berowra Heights,2021,92.5
Berrima,2021,92.4
Berry,2021,95.8
Beverly Hills,2021,90.46666667
Bexhill,2021,90.2
Bexley,2021,87.1
Bidwill,2021,91.2
Bilpin,2021,80.5
Bingara,2021,51.2
Birrong,2021,89.7
Blackalls Park,2021,91.2
Blackheath,2021,91.2
Blacksmiths,2021,92.5
Blacktown,2021,86.45714286
Blairmount,2021,86
Blakebrook,2021,95.2
Blakehurst,2021,91.65
Blaxland,2021,91.4
Blaxland East,2021,89.5
Blayney,2021,91.1
Bligh Park,2021,95
Boambee,2021,90.9
Bodalla,2021,92.6
Bogangar,2021,92.7
Bolwarra,2021,90.6
Bomaderry,2021,87.6
Bombala,2021,96.2
Bonalbo,2021,90.1
Bondi Beach,2021,87.7
Bonnet Bay,2021,91
Bonnyrigg,2021,91.6
Bonnyrigg Heights,2021,89.6
Boolaroo,2021,93.7
Boomerang Beach,2021,88.1
Booragul,2021,90.2
Booral,2021,91.6
Boorowa,2021,93.1
Boree Creek,2021,91.4
Bossley Park,2021,90.63333333
Botany,2021,90.1
Bourke,2021,92.6
Bowral,2021,90.15
Bowraville,2021,92.9
Bradbury,2021,90.3
Braidwood,2021,85.7
Branxton,2021,90.55
Brewarrina,2021,91.1
Brighton-Le-Sands,2021,93
Broadmeadow,2021,92.95
Broke,2021,90.3
Broken Hill,2021,89.02
Brooklyn,2021,87.6
Brookvale,2021,89.6
Broulee,2021,93.6
Brunswick Heads,2021,93.1
Budgewoi,2021,94.6
Bulli,2021,96.1
Bundanoon,2021,95.7
Bundarra,2021,91
Bundeena,2021,88
Bungendore,2021,90.5
Burren Junction,2021,94.1
Burringbar,2021,93.9
Burwood,2021,88.3
Busby,2021,93.1
Buxton,2021,86.1
Byron Bay,2021,90.06666667
Cabramatta,2021,77.7
Callala Bay,2021,86.4
Cambewarra,2021,93
Cambridge Park,2021,81.85
Camden,2021,85.15
Cammeray,2021,91.8
Campbelltown,2021,92.35714286
Campsie,2021,94.9
Candelo,2021,85.5
Canley Heights,2021,95.1
Canley Vale,2021,94.1
Canowindra,2021,87.3
Canterbury,2021,93.85
Captains Flat,2021,88.2
Cardiff,2021,92.45
Cardiff South,2021,95.1
Caringbah,2021,90
Carlingford,2021,88.6
Carlton,2021,91.3
Carnes Hill,2021,91.6
Carramar,2021,82.9
Carrington,2021,87.8
Cartwright,2021,93.2
Casino,2021,91.6
Castle Hill,2021,92.4
Castlereagh,2021,91
Casula,2021,95.4
Cattai,2021,85.4
Caves Beach,2021,85.2
Cecil Hills,2021,93.8
Central Mangrove,2021,95.1
Central Tilba,2021,90.4
Cessnock,2021,92.85
Charlestown,2021,91.075
Chatswood,2021,89.45
Chatsworth,2021,92.1
Cherrybrook,2021,85.1
Chester Hill,2021,92.9
Chippendale,2021,89
Chipping Norton,2021,92.2
Chisholm,2021,92.6
Chittaway Bay,2021,95.3
Claremont Meadows,2021,82.5
Clarence Town,2021,94.7
Clarenza,2021,86.1
Claymore,2021,89.4
Clergate,2021,91.4
Clovelly,2021,92.8
Clunes,2021,93.4
Coal Point,2021,84.4
Cobar,2021,91.6
Cobargo,2021,87.8
Cobbitty,2021,92.1
Coffee Camp,2021,90.1
Coffs Harbour,2021,91.4
Coleambally,2021,89.65
Coledale,2021,90.7
Collarenebri,2021,95.6
Collaroy,2021,89
Collaroy Plateau,2021,93.4
Colo Vale,2021,92.2
Como,2021,90.15
Concord,2021,94.3
Condobolin,2021,92.7
Condong,2021,93
Coniston,2021,93.9
Coogee,2021,92.9
Coolah,2021,95.5
Coolamon,2021,94.2
Cooma,2021,86.4
Cooma North,2021,85.4
Coonabarabran,2021,92.1
Coonamble,2021,94.6
Coorabell,2021,95.5
Cootamundra,2021,91.2
Copacabana,2021,93.8
Copmanhurst,2021,91.4
Coraki,2021,88.3
Cordeaux Heights,2021,89.4
Corindi Beach,2021,87.7
Corowa,2021,88.85
Corrimal,2021,92.23333333
Coutts Crossing,2021,92.1
Cowan,2021,89.5
Cowra,2021,92.85
Cranebrook,2021,91.725
Crescent Head,2021,95
Cringila,2021,94.6
Cromer,2021,78.3
Cronulla,2021,93.5
Croydon,2021,91.2
Croydon Park,2021,89
Crystal Creek,2021,88.4
Cudal,2021,92.2
Culcairn,2021,93.83333333
Cumnock,2021,80.8
Cundletown,2021,94.35
Curlewis,2021,93.1
Currans Hill,2021,91.2
Daceyville,2021,90.2
Dapto,2021,90.4
Dareton,2021,88.7
Davidson,2021,91.1
Dean Park,2021,95.1
Dee Why,2021,69.2
Delegate,2021,88
Delungra,2021,91.1
Denman,2021,87.5
Dharruk,2021,95.7
Diamond Beach,2021,95.5
Doonside,2021,86.95
Dorrigo,2021,94
Double Bay,2021,91.8
Douglas Park,2021,94.3
Dover Heights,2021,82.6
Drummoyne,2021,91.6
Dubbo,2021,90.95
Dudley,2021,91.2
Dulwich Hill,2021,91.25
Dundas Valley,2021,90.53333333
Dunedoo,2021,79.1
Dungay,2021,93.1
Dungog,2021,89.7
Dunmore,2021,91.1
Dunoon,2021,92.2
Dural,2021,91.36666667
Duri,2021,91.5
Eagle Vale,2021,90.8
Earlwood,2021,92.525
East Lindfield,2021,93.6
East Lismore,2021,87.5
East Maitland,2021,91.05
Eastern Creek,2021,95
Eastlakes,2021,94.9
Eastwood,2021,93.675
Eden,2021,96.1
Edensor Park,2021,90.55
Edgeworth,2021,91.65
Edmondson Park,2021,90
Eglinton,2021,90.1
Elanora Heights,2021,90.3
Elderslie,2021,90.2
Eleebana,2021,91.8
Ellalong,2021,86
Emerton,2021,92.43333333
Emmaville,2021,94.9
Emu Plains,2021,90.05
Enfield,2021,93.3
Engadine,2021,91.6
Epping,2021,91.13333333
Erina,2021,90.4
Erina Heights,2021,91.65
Ermington,2021,89.7
Erskine Park,2021,90.85
Erskineville,2021,93.6
Eschol Park,2021,92.1
Ettalong Beach,2021,91.9
Eungella,2021,91.9
Exeter,2021,90.7
Fairfield,2021,92.76666667
Fairfield East,2021,91.9
Fairfield West,2021,86.9
Fairy Meadow,2021,90.46666667
Fassifern,2021,96
Faulconbridge,2021,90.4
Fennell Bay,2021,93.1
Fern Bay,2021,85.1
Five Dock,2021,93.65
Fletcher,2021,92.8
Forest Lodge,2021,92.6
Forestville,2021,89.45
Forster,2021,93.9
Frenchs Forest,2021,93.65
Freshwater,2021,95.7
Galston,2021,89.8
Ganmain,2021,89.2
Garden Suburb,2021,82.6
Georges Hall,2021,91.66666667
Gerringong,2021,93.8
Gilgandra,2021,95.9
Gillieston Heights,2021,95.1
Glebe,2021,90.7
Glenbrook,2021,93.5
Glendale,2021,88.25
Glenfield,2021,92.7
Glenhaven,2021,91.6
Glenmore Park,2021,91.9
Glenorie,2021,87.7
Glenreagh,2021,94.1
Glenwood,2021,88.85
Glossodia,2021,90.7
Gloucester,2021,89.1
Gol Gol,2021,86.8
Goolgowi,2021,94.1
Goonellabah,2021,91.13333333
Gordon,2021,92.8
Goulburn,2021,91.46666667
Goulburn North,2021,92
Grafton,2021,90.93333333
Granville,2021,91.03333333
Granville East,2021,81.6
Grays Point,2021,94.3
Green Point,2021,92
Green Valley,2021,89
Greenacre,2021,91.42
Greenwell Point,2021,92.1
Greenwich,2021,89.3
Grenfell,2021,95.2
Gresford,2021,92.1
Greta,2021,92.2
Greystanes,2021,93.13333333
Griffith,2021,90.2
Grose Vale,2021,92.7
Guildford,2021,89.25
Guildford West,2021,85.4
Gulargambone,2021,95
Gulgong,2021,93.1
Gulmarrad,2021,92.4
Gundagai,2021,93.9
Gundaroo,2021,84.5
Gunnedah,2021,92.3
Gunning,2021,90.9
Guyra,2021,79.2
Gwandalan,2021,90.3
Gwynneville,2021,85.9
Gymea,2021,91.5
Gymea Bay,2021,93.5
Haberfield,2021,88.9
Hamilton,2021,89.3
Hammondville,2021,83.8
Hanwood,2021,95.5
Harrington,2021,91.1
Harrington Park,2021,92.5
Harwood,2021,87.3
Hazelbrook,2021,90.2
Hebersham,2021,93.7
Helensburgh,2021,90.8
Henty,2021,90.1
Hillston,2021,94.7
Hinchinbrook,2021,89.3
Hinton,2021,89.4
Hobartville,2021,92.5
Holbrook,2021,88.65
Holgate,2021,91.7
Holsworthy,2021,92.6
Homebush,2021,85.4
Homebush West,2021,93.3
Hornsby,2021,92.95
Horsley,2021,86.8
Howlong,2021,90.2
Hoxton Park,2021,90.75
Hurstville,2021,90.7
Illawong,2021,96.4
Iluka,2021,90
Ingleburn,2021,91.13333333
Inverell,2021,91.8
Islington,2021,93
Jannali,2021,92.1
Jerilderie,2021,94.3
Jerrabomberra,2021,90.9
Jewells,2021,93.1
Jindabyne,2021,93
Jindera,2021,88.3
Junee,2021,92.7
Kahibah,2021,93.3
Kanahooka,2021,93.1
Kandos,2021,94.8
Karangi,2021,94.3
Kareela,2021,88.5
Karuah,2021,91.2
Katoomba,2021,91.46666667
Kearsley,2021,93.2
Keiraville,2021,92.9
Kellyville,2021,89.71666667
Kelso,2021,91.8
Kempsey,2021,93
Kendall,2021,94.1
Kensington,2021,91.6
Kenthurst,2021,88.9
Kiama,2021,91.45
Killara,2021,93.85
Killarney Heights,2021,83
Killarney Vale,2021,88.5
Kincumber,2021,91.2
Kings Langley,2021,87.9
Kingscliff,2021,88
Kingsgrove,2021,90.1
Kingswood,2021,92.55
Kirrawee,2021,90.6
Kirribilli,2021,92.7
Kitchener,2021,92.8
Kogarah,2021,93.3
Kooringal,2021,84.3
Kootingal,2021,89.8
Korora,2021,88.6
Kotara,2021,92
Kulnura,2021,92
Kurnell,2021,87.7
Kurrajong,2021,93
Kurrajong Hills,2021,95
Kurri Kurri,2021,95.35
Kyogle,2021,92.2
Laguna,2021,93.2
Lake Albert,2021,93.4
Lake Cargelligo,2021,94.1
Lake Cathie,2021,90.4
Lake Heights,2021,92.7
Lake Illawarra,2021,86.6
Lake Munmorah,2021,92.25
Lakemba,2021,85.775
Lalor Park,2021,93.2
Lambton,2021,89.5
Lane Cove,2021,91.73333333
Largs,2021,85.3
Laurieton,2021,93.5
Lavington,2021,91.66666667
Lawson,2021,89.15
Leeton,2021,93.8
Leeville,2021,90.5
Leichhardt,2021,89.3
Lethbridge Park,2021,92.6
Leumeah,2021,93.2
Leura,2021,88.9
Lewisham,2021,96
Lidcombe,2021,91.9
Lightning Ridge,2021,77.8
Lilli Pilli,2021,90
Lindfield,2021,94.2
Lisarow,2021,90.3
Lismore,2021,92.8
Lithgow,2021,95.05
Liverpool,2021,93.3
Lochinvar,2021,88.1
Londonderry,2021,92.1
Long Flat,2021,95.1
Luddenham,2021,90.35
Lugarno,2021,82.9
Lurnea,2021,90.8
Macksville,2021,92.9
Maclean,2021,93
Macquarie Fields,2021,91.8
Maitland,2021,92.5
Malabar,2021,86.5
Manilla,2021,92.5
Manly,2021,92.6
Manly Vale,2021,93.35
Maraylya,2021,92.9
Maroubra,2021,91.2
Marrickville,2021,88.4
Marsden Park,2021,93.6
Marulan,2021,91.2
Maryland,2021,86.55
Mascot,2021,92.2
Mathoura,2021,85.7
